fecha,descripcion,categoria,proveedor,monto,elaboro
2025-11-10,Verdura,Insumos,Frutas luis,252,Cristy Torres
2025-11-10,Taxi,Transporte,Nicole,100,Cristy Torres
2025-11-10,Propina de papa ,Servicios / Mantenimiento,Señor de la papa ,50,Cristy Torres
2025-11-10,Pan y jamon,Consumo empleados,Guadalajara,108,Cristy Torres
2025-11-10,Pan y aguacate ,Insumos,Alsuper ,300,Cristy Torres
2025-11-10,Tarjeta ,Pagos personales,Julian ,1000,Cristy Torres
2025-11-10,Taxi,Transporte,Daniela ,100,Cristy Torres
2025-11-11,Fumigador,Servicios / Mantenimiento,Fumigaciones genesis,200,Cristy Torres
2025-11-11,Pan,Insumos,Alsuper,200,Cristy Torres
2025-11-11,Verdura,Insumos,Frutas luis,376,Cristy Torres
2025-11-11,Varios,Consumo empleados,Farmacia guadalajara,104,Cristy Torres
2025-11-11,Vasos y tenedores,Consumo empleados,Seven ,74,Cristy Torres
2025-11-11,Cloro y agua ,Insumos,Seven,47,Cristy Torres
2025-11-11,Refresco,Consumo empleados,Seven,58,Cristy Torres
2025-11-11,Bolsas para el corte,Bolsas corte,Mercado libre,298,Cristy Torres
2025-11-11,Taxi ,Transporte,Indraiber,100,Cristy Torres
2025-11-11,Gasolina,Transporte,Cristy,500,Cristy Torres
2025-11-11,Tarjeta,Pagos personales,Julian,1000,Cristy Torres
2025-11-12,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2025-11-12,Taxi Juan,Transporte,Taxi Juan,100,Julián Anzaldúa Guitrón
2025-11-12,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-11-12,Esponjas,Insumos,Seven Eleven,32,Julián Anzaldúa Guitrón
2025-11-12,Checo ,Empleados / Mano de obra,Checo,500,Julián Anzaldúa Guitrón
2025-11-12,Aguas frescas,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2025-11-12,Charolas,Insumos,Charolas ,350,Julián Anzaldúa Guitrón
2025-11-12,Refri,Servicios / Mantenimiento,Señor refri,50,Julián Anzaldúa Guitrón
2025-11-13,Coca,Consumo empleados,Seven,50,Cristy Torres
2025-11-13,Verdura,Insumos,Frutas luis,400,Cristy Torres
2025-11-13,TarjetA,Pagos personales,Julian,1000,Cristy Torres
2025-11-13,Taxi daniela,Transporte,Indraiver,100,Cristy Torres
2025-11-14,Verdura,Insumos,Frutas Luis,700,Julián Anzaldúa Guitrón
2025-11-14,Taxi Checo,Transporte,Taxi checo,100,Julián Anzaldúa Guitrón
2025-11-14,Nicole ,Transporte,Taxi Nicole ,103,Julián Anzaldúa Guitrón
2025-11-14,Coca,Consumo empleados,Seven Eleven ,50,Julián Anzaldúa Guitrón
2025-11-14,Rollo,Consumo empleados,Seven Eleven ,30,Julián Anzaldúa Guitrón
2025-11-14,Pan y Aguacate ,Insumos,Fresh ,200,Julián Anzaldúa Guitrón
2025-11-14,Tarjeta,Pagos personales,Julián ,1000,Julián Anzaldúa Guitrón
2025-11-15,Verdura y pan ,Insumos,Frutas Luis,700,Julián Anzaldúa Guitrón
2025-11-15,Taxi Checo,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2025-11-15,Sueldo,Empleados / Mano de obra,Sueldo ,3040,Julián Anzaldúa Guitrón
2025-11-15,Coca,Consumo empleados,Seven Eleven ,50,Julián Anzaldúa Guitrón
2025-11-15,Coca,Consumo empleados,Seven Eleven,46,Julián Anzaldúa Guitrón
2025-11-15,Tarjeta,Pagos personales,Julián ,1000,Julián Anzaldúa Guitrón
2025-11-16,Pan y verdura ,Insumos,Fresh,600,Julián Anzaldúa Guitrón
2025-11-16,Vasos y refresco ,Consumo empleados,Seven Eleven ,75,Julián Anzaldúa Guitrón
2025-11-16,Cena,Consumo empleados,Sake grill,572,Julián Anzaldúa Guitrón
2025-11-16,Taxi Rona ,Transporte,Taxi Rona ,100,Julián Anzaldúa Guitrón
2025-11-16,Tarjeta,Pagos personales,Julián ,1000,Julián Anzaldúa Guitrón
2025-11-16,Sueldo Julián ,Empleados / Mano de obra,Julián joven,2500,Julián Anzaldúa Guitrón
2025-11-17,Refresco,Consumo empleados,Seven,56,Cristy Torres
2025-11-17,Verdura,Insumos,Frutas luis,400,Cristy Torres
2025-11-17,Nelson 500,Prestamo ,Nelson,500,Cristy Torres
2025-11-17,Día festivo, Dis festivo,Salado,1285,Cristy Torres
2025-11-17,Dis festivo,Dia festivo ,Dia festivo,500,Cristy Torres
2025-11-17,Taxi rona,Consumo empleados,Indraiver ,100,Cristy Torres
2025-11-17,Tarjeta,Pagos personales,Julian,1000,Cristy Torres
2025-11-18,Papel,Consumo empleados,Seven Eleven ,43,Julián Anzaldúa Guitrón
2025-11-18,Aguas frescas ,Insumos,Aguas slw,750,Julián Anzaldúa Guitrón
2025-11-18,Verdura,Insumos,Frutas Luis,400,Julián Anzaldúa Guitrón
2025-11-18,Cristy Festivo,Empleados / Mano de obra,Cristy,1285,Julián Anzaldúa Guitrón
2025-11-18,Taxi Daniela,Transporte,Taxi Daniela,100,Julián Anzaldúa Guitrón
2025-11-19,Pan,Insumos,Fresh ,200,Julián Anzaldúa Guitrón
2025-11-19,Coca y vasos,Consumo empleados,Seven Eleven ,84,Julián Anzaldúa Guitrón
2025-11-19,Verdura,Insumos,Frutas Luis ,400,Julián Anzaldúa Guitrón
2025-11-19,Checo,Empleados / Mano de obra,Préstamo Checo ,1150,Julián Anzaldúa Guitrón
2025-11-19,Préstamo Nelson,Empleados / Mano de obra,Préstamo Nelson,660,Julián Anzaldúa Guitrón
2025-11-19,Tarjeta,Pagos personales,Julian,1000,Julián Anzaldúa Guitrón
2025-11-19,Taxi Juan ,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-11-19,Taxi Daniela ,Transporte,Taxi Daniela,100,Julián Anzaldúa Guitrón
2025-11-20,Pan de Hot Dog,Insumos,Seven Eleven,49,Julián Anzaldúa Guitrón
2025-11-20,Coca,Consumo empleados,Seven Eleven,45,Julián Anzaldúa Guitrón
2025-11-20,Juan,Empleados / Mano de obra,Juan,1000,Julián Anzaldúa Guitrón
2025-11-20,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-11-20,Taxi,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-11-21,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2025-11-21,Taxi Checo ,Transporte,Taxi Checo ,150,Julián Anzaldúa Guitrón
2025-11-21,Coca,Consumo empleados,Seven Eleven,50,Julián Anzaldúa Guitrón
2025-11-21,Taxi Nicole,Transporte,Taxi Nicole,120,Julián Anzaldúa Guitrón
2025-11-21,Gel y pan,Insumos,Fresh,400,Julián Anzaldúa Guitrón
2025-11-21,Verdura,Insumos,Frutas Luis,820,Julián Anzaldúa Guitrón
2025-11-21,Julián (creo que es lo de mauricio),Pagos personales,Julian,500,Julián Anzaldúa Guitrón
2025-11-21,Tarjeta,Pagos personales,Julián ,1000,Julián Anzaldúa Guitrón
2025-11-22,Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-11-22,Sueldo,Empleados / Mano de obra,Sueldo ,3040,Julián Anzaldúa Guitrón
2025-11-22,Coca,Consumo empleados,Seven Eleven,45,Julián Anzaldúa Guitrón
2025-11-22,Taxi Miguel,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-11-22,Cristy,Empleados / Mano de obra,Cristy,15,Julián Anzaldúa Guitrón
2025-11-22,Gasolina,Transporte,Cristy,500,Julián Anzaldúa Guitrón
2025-11-22,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-11-23,Papel,Consumo empleados,Seven Eleven ,40,Julián Anzaldúa Guitrón
2025-11-23,Cena,Consumo empleados,Sake Grill,484,Julián Anzaldúa Guitrón
2025-11-23,Pan y verdura,Insumos,Fresh y frutas luis,600,Julián Anzaldúa Guitrón
2025-11-23,Coca y vasos ,Consumo empleados,Seven Eleven ,83,Julián Anzaldúa Guitrón
2025-11-23,Sueldo Julián ,Empleados / Mano de obra,Julián joven ,2500,Julián Anzaldúa Guitrón
2025-11-23,Tarjeta,Pagos personales,Julian,1000,Julián Anzaldúa Guitrón
2025-11-23,Taxi Rona ,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-11-24,Verdura ,Insumos,Frutas luis,400,Cristy Torres
2025-11-24,Coca,Consumo empleados,Seven,47,Cristy Torres
2025-11-24,Pan y aguacate ,Insumos,Fresh,200,Cristy Torres
2025-11-24,Envío de coss,Insumos,Coss,111,Cristy Torres
2025-11-24,Taxi checo,Transporte,Indraiber,50,Cristy Torres
2025-11-24,Taxi ( Nicole),Transporte,Indraiber,105,Cristy Torres
2025-11-24,Braunis ,Insumos,Señor de los braunis,400,Cristy Torres
2025-11-24,Tarjeta,Pagos personales,Julian,1000,Cristy Torres
2025-11-25,Verdura,Insumos,Frutas Luis ,625,Julián Anzaldúa Guitrón
2025-11-25,Coca y vasos,Consumo empleados,Seven Eleven,75,Julián Anzaldúa Guitrón
2025-11-25,Pedido cancelado,DEVOLUCIÓN ,Astro Burger,89,Julián Anzaldúa Guitrón
2025-11-25,Lulú,Empleados / Mano de obra,Lulu,1200,Julián Anzaldúa Guitrón
2025-11-25,Fumigador,Servicios / Mantenimiento,Fumigador,1150,Julián Anzaldúa Guitrón
2025-11-25,Taxi Daniela,Transporte,Taxi Daniela,100,Julián Anzaldúa Guitrón
2025-11-25,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-11-26,Pan ,Insumos,Fresh,500,Cristy Torres
2025-11-26,Cubre boca y coca ,Consumo empleados,Guadalajara,107,Cristy Torres
2025-11-26,Pastel de checo,Consumo empleados,Fresh,200,Cristy Torres
2025-11-26,Rollo y tenedores ,Insumos,Seven ,40,Cristy Torres
2025-11-26,Tarjeta ,Pagos personales,Julian ,1000,Cristy Torres
2025-11-26,Regalos,Pagos personales,Tienda de regalos,1000,Cristy Torres
2025-11-27,Verdura,Insumos,Frutas Luis ,1000,Julián Anzaldúa Guitrón
2025-11-27,Microdin,Insumos,Seven Eleven,23,Julián Anzaldúa Guitrón
2025-11-27,Coca,Consumo empleados,Seven Eleven,45,Julián Anzaldúa Guitrón
2025-11-27,Aguas,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2025-11-27,Pan,Insumos,Fresh,250,Julián Anzaldúa Guitrón
2025-11-27,Taxi Miguel,Transporte,Taxi Miguel,100,Julián Anzaldúa Guitrón
2025-11-27,Regalos,Pagos personales,Regalo,1000,Julián Anzaldúa Guitrón
2025-11-27,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-11-28,Salchicha y coca,Insumos,Seven Eleven,108,Julián Anzaldúa Guitrón
2025-11-28,Vasos,Consumo empleados,Seven Eleven,28,Julián Anzaldúa Guitrón
2025-11-28,Taxi Nicole,Transporte,Taxi Nicole,100,Julián Anzaldúa Guitrón
2025-11-28,Taxi Checo,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2025-11-28,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-11-29,Coca ,Consumo empleados,Seven Eleven ,50,Julián Anzaldúa Guitrón
2025-11-29,Fabuloso ,Insumos,Seven Eleven ,200,Julián Anzaldúa Guitrón
2025-11-29,"Pan, aguacate y salchicha ",Insumos,Fresh,300,Julián Anzaldúa Guitrón
2025-11-29,Julián (jabón),Insumos,Julian,850,Julián Anzaldúa Guitrón
2025-11-29,Verdura,Insumos,Frutas Luis ,900,Julián Anzaldúa Guitrón
2025-11-29,Taxi Checo ,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2025-11-29,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2025-11-29,Lulú,Empleados / Mano de obra,Lulu,1200,Julián Anzaldúa Guitrón
2025-11-29,Nicole,Empleados / Mano de obra,Nicole,3040,Julián Anzaldúa Guitrón
2025-11-29,Papel,Consumo empleados,Seven Eleven ,42,Julián Anzaldúa Guitrón
2025-11-29,Tarjeta,Pagos personales,Julian,1000,Julián Anzaldúa Guitrón
2025-11-30,Verdura,Insumos,Frutas Luis ,900,Julián Anzaldúa Guitrón
2025-11-30,Pan,Insumos,Fresh,300,Julián Anzaldúa Guitrón
2025-11-30,Coca,Consumo empleados,Seven Eleven,47,Julián Anzaldúa Guitrón
2025-11-30,Cena,Consumo empleados,Joggi,590,Julián Anzaldúa Guitrón
2025-11-30,Vasos,Consumo empleados,Seven Eleven,37,Julián Anzaldúa Guitrón
2025-11-30,Taxi Rona,Transporte,Taxi Rona,100,Julián Anzaldúa Guitrón
2025-11-30,Sueldos,Empleados / Mano de obra,Sueldos varios,11800,Julián Anzaldúa Guitrón
2025-11-30,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-01,Verdura,Insumos,Frutas Luis,500,Julián Anzaldúa Guitrón
2025-12-01,Coca,Consumo empleados,Seven eleven,56,Julián Anzaldúa Guitrón
2025-12-01,Tortugas de chocolate,Insumos,Tortugas de Chocolate,280,Julián Anzaldúa Guitrón
2025-12-01,Nicole,Empleados / Mano de obra,Sueldo / prestamo Nicole,300,Julián Anzaldúa Guitrón
2025-12-01,Taxi Nicole,Transporte,Taxi Nicole,100,Julián Anzaldúa Guitrón
2025-12-01,Pan y Verdura,Insumos,Fresh y frutas luis,750,Julián Anzaldúa Guitrón
2025-12-01,Taxi,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-12-01,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-01,Sueldo salado,Empleados / Mano de obra,Sueldo Salado,1000,Julián Anzaldúa Guitrón
2025-12-01,Gasolina,Transporte,Cristy,500,Julián Anzaldúa Guitrón
2025-12-02,Verdura,Insumos,Frutas Luis,160,Julián Anzaldúa Guitrón
2025-12-02,Raid,Insumos,Farmacia Guadalajara,115,Julián Anzaldúa Guitrón
2025-12-02,Pan,Insumos,Fresh,270,Julián Anzaldúa Guitrón
2025-12-02,Cofias,Insumos,Cofias,400,Julián Anzaldúa Guitrón
2025-12-02,Cloro,Insumos,Seven Eleven,20,Julián Anzaldúa Guitrón
2025-12-03,Papa,Propina ,El señor de la papa,50,Cristy Torres
2025-12-03,Verdura ,Insumos,Frutas luis,870,Cristy Torres
2025-12-03,Pan,Insumos,Fress,300,Cristy Torres
2025-12-03,Coca,Consumo empleados,Seven,55,Cristy Torres
2025-12-03,Aguas ,Insumos,Aguas frescas SLW ,750,Cristy Torres
2025-12-03,Tarjeta ,Pagos personales,Julián,1000,Cristy Torres
2025-12-03,Taxi,Transporte,Indraiber ,100,Cristy Torres
2025-12-02,Sueldo salado,Empleados / Mano de obra,Sueldo Salado,1000,Julián Anzaldúa Guitrón
2025-12-02,Taxi Daniela,Transporte,Taxi Daniela,100,Julián Anzaldúa Guitrón
2025-12-02,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-04,Coca,Consumo empleados,Seven eleven,50,Julián Anzaldúa Guitrón
2025-12-04,Papel de baño,Consumo empleados,Seven eleven,30,Julián Anzaldúa Guitrón
2025-12-04,Sueldos,Empleados / Mano de obra,Sueldos varios,3500,Julián Anzaldúa Guitrón
2025-12-04,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-05,Verdura,Insumos,Frutas Luis,500,Julián Anzaldúa Guitrón
2025-12-05,Pan y aguacate ,Insumos,Fresh,281,Julián Anzaldúa Guitrón
2025-12-05,Coca,Consumo empleados,Seven Eleven,56,Julián Anzaldúa Guitrón
2025-12-05,Taxi checo,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2025-12-05,Taxi Nicole,Transporte,Taxi nicole,120,Julián Anzaldúa Guitrón
2025-12-05,Coca y vasos,Consumo empleados,Seven Eleven,87,Julián Anzaldúa Guitrón
2025-12-05,Brownies ,Insumos,Chica brownie,240,Julián Anzaldúa Guitrón
2025-12-05,Sueldo Rona,Empleados / Mano de obra,Sueldo Rona,1200,Julián Anzaldúa Guitrón
2025-12-05,Sueldo salado,Empleados / Mano de obra,Sueldo Salado,1000,Julián Anzaldúa Guitrón
2025-12-05,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-05,Taxi Rona,Transporte,Taxi Rona,100,Julián Anzaldúa Guitrón
2025-12-06,Julián,Pagos personales,Julián,3040,Julián Anzaldúa Guitrón
2025-12-06,Taxi Checo,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2025-12-06,Julián,Pagos personales,Julián,2200,Julián Anzaldúa Guitrón
2025-12-06,Coca y vasos,Consumo empleados,Seven eleven,81,Julián Anzaldúa Guitrón
2025-12-06,Coca y papel,Consumo empleados,Seven eleven,90,Julián Anzaldúa Guitrón
2025-12-06,Taxi cubano,Transporte,Taxi Miguel,100,Julián Anzaldúa Guitrón
2025-12-06,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-06,Taxi Rona,Transporte,Taxi Rona,100,Julián Anzaldúa Guitrón
2025-12-07,Sal y coca,Insumos,Seven eleven,90,Julián Anzaldúa Guitrón
2025-12-07,Verdura,Insumos,Frutas Luis,320,Julián Anzaldúa Guitrón
2025-12-07,Moto,Transporte,Moto,82,Julián Anzaldúa Guitrón
2025-12-07,Chicles,Consumo empleados,Seven eleven,15,Julián Anzaldúa Guitrón
2025-12-07,Julián,Empleados / Mano de obra,Sueldo,3500,Julián Anzaldúa Guitrón
2025-12-07,Coca,Consumo empleados,Seven eleven,50,Julián Anzaldúa Guitrón
2025-12-07,Cena,Consumo empleados,Cena,730,Julián Anzaldúa Guitrón
2025-12-07,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-07,Taxi Rona,Transporte,Taxi Rona,100,Julián Anzaldúa Guitrón
2025-12-07,Rona,Empleados / Mano de obra,Sueldo rona,950,Julián Anzaldúa Guitrón
2025-12-07,Verdura,Insumos,Frutas Luis,200,Julián Anzaldúa Guitrón
2025-12-08,Verdura,Insumos,Frutas Luis,500,Julián Anzaldúa Guitrón
2025-12-08,Coca,Consumo empleados,Seven eleven,48,Julián Anzaldúa Guitrón
2025-12-08,Papel y sal,Insumos,Seven Eleven,67,Julián Anzaldúa Guitrón
2025-12-08,Medicamentos,Pagos personales,Medicamentos,33,Julián Anzaldúa Guitrón
2025-12-08,Gasolina,Transporte,Cristy,500,Julián Anzaldúa Guitrón
2025-12-08,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-09,Verdura,Insumos,Frutas Luis,500,Julián Anzaldúa Guitrón
2025-12-09,Coca y vasos,Consumo empleados,Seven eleven,92,Julián Anzaldúa Guitrón
2025-12-09,Pan,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2025-12-09,Fibra,Insumos,Seven eleven,19,Julián Anzaldúa Guitrón
2025-12-09,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-10,Papa,Transporte,Transporte desde Coss,50,Julián Anzaldúa Guitrón
2025-12-10,Aguas de sabor,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2025-12-10,Verdura,Insumos,Frutas Luis,462,Julián Anzaldúa Guitrón
2025-12-10,Pan y aguacate ,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2025-12-10,Coca,Consumo empleados,Seven eleven,50,Julián Anzaldúa Guitrón
2025-12-10,Julián,Pagos personales,Pagos,2320,Julián Anzaldúa Guitrón
2025-12-10,Brownies ,Insumos,Chica brownie,400,Julián Anzaldúa Guitrón
2025-12-10,Envío,Transporte,Envío,79,Julián Anzaldúa Guitrón
2025-12-10,Taxi Juan ,Transporte,Taxi Juan,120,Julián Anzaldúa Guitrón
2025-12-10,Taxi Daniela,Transporte,Taxi Daniela,100,Julián Anzaldúa Guitrón
2025-12-11,Coca,Consumo empleados,Seven eleven,48,Julián Anzaldúa Guitrón
2025-12-11,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2025-12-11,Verdura,Insumos,Frutas Luis,462,Julián Anzaldúa Guitrón
2025-12-11,Tortilla,Insumos,Tortillería,120,Julián Anzaldúa Guitrón
2025-12-11,Coca,Consumo empleados,Seven eleven,60,Julián Anzaldúa Guitrón
2025-12-11,Aderezos,Insumos,Seven eleven,40,Julián Anzaldúa Guitrón
2025-12-11,Taxi Nicole,Transporte,Taxi nicole,100,Julián Anzaldúa Guitrón
2025-12-11,Pan,Insumos,Fresh,400,Julián Anzaldúa Guitrón
2025-12-11,Sueldo Miguel,Empleados / Mano de obra,Sueldo Miguel,1350,Julián Anzaldúa Guitrón
2025-12-11,Taxi Daniela,Transporte,Taxi Daniela,100,Julián Anzaldúa Guitrón
2025-12-11,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-11,Taxi Juan ,Transporte,Taxi Juan,120,Julián Anzaldúa Guitrón
2025-12-12,Checo,Empleados / Mano de obra,Checo,200,Julián Anzaldúa Guitrón
2025-12-12,Verdura,Insumos,Frutas Luis,950,Julián Anzaldúa Guitrón
2025-12-12,Pan,Insumos,Fresh,300,Julián Anzaldúa Guitrón
2025-12-12,Taxi Cristy Juan,Transporte,Taxi Cristy Juan,150,Julián Anzaldúa Guitrón
2025-12-12,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-13,Verdura,Insumos,Frutas Luis,700,Julián Anzaldúa Guitrón
2025-12-13,Tortillas,Insumos,Tortillería,100,Julián Anzaldúa Guitrón
2025-12-13,Sal,Insumos,Seven eleven,29,Julián Anzaldúa Guitrón
2025-12-13,Coca y vasos,Consumo empleados,Seven eleven,83,Julián Anzaldúa Guitrón
2025-12-13,Julián,Empleados / Mano de obra,Sueldos varios,5360,Julián Anzaldúa Guitrón
2025-12-13,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-13,Taxi Juan ,Transporte,Taxi Juan,170,Julián Anzaldúa Guitrón
2025-12-14,Coca,Consumo empleados,Seven eleven,48,Julián Anzaldúa Guitrón
2025-12-14,Papel de baño,Consumo empleados,Seven eleven,43,Julián Anzaldúa Guitrón
2025-12-14,Taxi Juan Cristy,Transporte,Taxi Juan Cristy,170,Julián Anzaldúa Guitrón
2025-12-14,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-14,Sueldo Julián ,Empleados / Mano de obra,Sueldo Julián,2500,Julián Anzaldúa Guitrón
2025-12-14,Cena,Consumo empleados,Cena,580,Julián Anzaldúa Guitrón
2025-12-15,Verdura,Insumos,Frutas Luis,500,Julián Anzaldúa Guitrón
2025-12-15,Taxi,Transporte,Taxi,120,Julián Anzaldúa Guitrón
2025-12-15,Desengrasante,Insumos,Desengrasante,200,Julián Anzaldúa Guitrón
2025-12-15,Brownies ,Insumos,Chica brownie,300,Julián Anzaldúa Guitrón
2025-12-15,Taxi,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-12-15,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-15,Cloro y Fabuloso,Insumos,Seven eleven,100,Julián Anzaldúa Guitrón
2025-12-16,Vasos y coca,Consumo empleados,Seven eleven,93,Julián Anzaldúa Guitrón
2025-12-16,Verdura,Insumos,Frutas Luis,404,Julián Anzaldúa Guitrón
2025-12-16,Lulu,Empleados / Mano de obra,Lulu,1200,Julián Anzaldúa Guitrón
2025-12-16,Rollos tickets,Insumos,Rollos tickets,1520,Julián Anzaldúa Guitrón
2025-12-16,Hielo,Insumos,Seven eleven,50,Julián Anzaldúa Guitrón
2025-12-16,Taxis,Transporte,Taxis,300,Julián Anzaldúa Guitrón
2025-12-16,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-17,Comida Julián,Pagos personales,Comida Julián,120,Julián Anzaldúa Guitrón
2025-12-17,Verdura,Insumos,Frutas Luis,426,Julián Anzaldúa Guitrón
2025-12-17,Afilador,Insumos,Afilador,200,Julián Anzaldúa Guitrón
2025-12-17,Agua,Consumo empleados,Seven eleven,110,Julián Anzaldúa Guitrón
2025-12-17,Coca y vasos,Consumo empleados,Seven eleven,76,Julián Anzaldúa Guitrón
2025-12-17,Checo,Empleados / Mano de obra,Checo,500,Julián Anzaldúa Guitrón
2025-12-17,Taxi,Transporte,Taxi,137,Julián Anzaldúa Guitrón
2025-12-17,Coca,Consumo empleados,Seven eleven,45,Julián Anzaldúa Guitrón
2025-12-17,Fibra,Insumos,Seven eleven,100,Julián Anzaldúa Guitrón
2025-12-17,Cámaras,Servicios / Mantenimiento,Cámaras,800,Julián Anzaldúa Guitrón
2025-12-17,Hielo ,Insumos,Seven eleven,55,Julián Anzaldúa Guitrón
2025-12-17,Taxi Daniela y Evelyn,Transporte,Taxis,200,Julián Anzaldúa Guitrón
2025-12-17,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-18,Envío de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2025-12-18,Verdura,Insumos,Frutas Luis,404,Julián Anzaldúa Guitrón
2025-12-18,Coca,Consumo empleados,Seven eleven,45,Julián Anzaldúa Guitrón
2025-12-18,"Rollo, fabuloso, salchicha",Insumos,Seven eleven,122,Julián Anzaldúa Guitrón
2025-12-18,Taxi,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-12-18,Domicilio,Transporte,Domicilio,79,Julián Anzaldúa Guitrón
2025-12-18,Hielo,Insumos,Seven eleven,54,Julián Anzaldúa Guitrón
2025-12-18,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-18,Taxi,Transporte,Taxi,300,Julián Anzaldúa Guitrón
2025-12-18,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2025-12-19,Verdura,Insumos,Frutas Luis,730,Julián Anzaldúa Guitrón
2025-12-19,Domicilio a Julián,Transporte,Domicilio,70,Julián Anzaldúa Guitrón
2025-12-19,Coca y vasos,Consumo empleados,Seven eleven,90,Julián Anzaldúa Guitrón
2025-12-19,Pan y Jamón,Consumo empleados,Seven eleven,130,Julián Anzaldúa Guitrón
2025-12-19,Taxi Checo,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2025-12-19,Esponja,Insumos,Seven eleven,40,Julián Anzaldúa Guitrón
2025-12-19,Taxi,Transporte,Taxi,140,Julián Anzaldúa Guitrón
2025-12-19,Coca,Consumo empleados,Seven eleven,45,Julián Anzaldúa Guitrón
2025-12-19,Hielo,Insumos,Seven eleven,102,Julián Anzaldúa Guitrón
2025-12-19,Taxi,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-12-19,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-20,Verdura,Insumos,Frutas Luis,800,Julián Anzaldúa Guitrón
2025-12-20,Vasos,Consumo empleados,Seven eleven,83,Julián Anzaldúa Guitrón
2025-12-20,Tacos,Consumo empleados,Tacos,300,Julián Anzaldúa Guitrón
2025-12-20,Envio de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2025-12-20,Sueldo,Empleados / Mano de obra,Sueldo,3040,Julián Anzaldúa Guitrón
2025-12-20,Taxi Checo,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2025-12-20,Rollo,Consumo empleados,Seven eleven,35,Julián Anzaldúa Guitrón
2025-12-20,Hielo,Insumos,Seven eleven ,100,Julián Anzaldúa Guitrón
2025-12-20,Taxi,Transporte,Taxi,200,Julián Anzaldúa Guitrón
2025-12-20,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
